climate_zone,city,building_type,parameter,variant,wwr_target,u_factor,shgc,infil_rate,peak_heat_mult,peak_cool_mult,annual_heat_mult,annual_cool_mult,combined_peak_mult,baseline_peak_heat_kW,baseline_peak_cool_kW,baseline_annual_heat_MWh,baseline_annual_cool_MWh
1A,miami,school_primary,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0036,0.9676,1.0114,0.9399,0.9854,63.3,494.82,1.357,1088.23
1A,miami,school_primary,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9972,1.0154,0.99,1.04,1.0062,63.3,494.82,1.357,1088.23
1A,miami,school_primary,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,1.02,0.9436,1.0654,0.9029,0.9811,63.3,494.82,1.357,1088.23
1A,miami,school_primary,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0022,0.9881,1.0106,0.9792,0.9952,63.3,494.82,1.357,1088.23
1A,miami,school_primary,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9959,1.0314,0.9691,1.0552,1.0135,63.3,494.82,1.357,1088.23
1A,miami,school_primary,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,0.9888,1.0746,0.9356,1.1321,1.0308,63.3,494.82,1.357,1088.23
1A,miami,school_primary,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,0.9799,1.1187,0.9083,1.2111,1.047,63.3,494.82,1.357,1088.23
3A,atlanta,school_secondary,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.6084,1.1379,0.8503,1.2762,0.8321,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.425,0.9222,1.2463,0.8637,1.1463,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0206,1.121,0.9495,1.1549,1.0696,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.4431,1.1845,1.2564,1.1802,1.3074,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.7336,0.9271,0.9329,0.9509,0.8247,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.2197,1.0027,1.1826,0.9778,1.1059,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.8789,0.9987,0.9452,1.0121,0.9369,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.8704,1.0362,0.9285,1.0692,0.9497,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.1909,0.9635,1.1285,0.9309,1.0712,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.8915,1.417,0.9565,1.5376,1.124,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.086,0.8042,1.073,0.7345,0.9346,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1677,0.9625,1.1147,0.9435,1.0601,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.8968,1.0193,0.9548,1.0345,0.9561,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.913,0.9206,1.0192,0.9121,0.9168,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.986,0.9832,1.005,0.9799,0.9846,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0482,1.0408,0.9977,1.0487,1.0445,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.1298,1.0941,1.019,1.1167,1.1118,483.79,1304.13,29.169,2291.49
3A,atlanta,school_secondary,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.1856,1.1438,1.0315,1.1855,1.1645,483.79,1304.13,29.169,2291.49
5A,buffalo,school_secondary,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.8389,1.1716,0.7566,1.3646,0.9914,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0644,0.9071,1.2654,0.8254,0.9826,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0295,1.1494,1.0444,1.1336,1.0878,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.2311,1.2145,1.6683,1.0865,1.2228,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9309,0.9218,0.8085,1.0071,0.9263,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0226,0.9948,1.3016,0.9407,1.0086,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9904,1.0029,0.8897,1.0369,0.9966,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9618,1.0404,0.9001,1.0845,1.0003,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0372,0.9594,1.134,0.9164,0.9975,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.4564,0.8809,1.7219,1.2068,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,0.7906,1.2065,0.6612,0.8892,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0219,0.9557,1.1147,0.9282,0.9883,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9802,1.0239,0.9371,1.0443,1.0018,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9486,0.9002,0.8643,0.957,0.9241,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9901,0.9783,0.9711,0.988,0.9842,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0271,1.0527,1.1074,1.0233,1.0398,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0605,1.1214,1.2707,1.0621,1.0905,825.55,1200.26,103.58,1687.867
5A,buffalo,school_secondary,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.1414,1.1852,1.4596,1.1025,1.1631,825.55,1200.26,103.58,1687.867
5B,denver,school_secondary,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.7013,1.1963,0.8232,1.3245,0.9159,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.2322,0.8932,1.22,0.8414,1.0491,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.1202,1.1609,0.9985,1.1786,1.1404,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.6068,1.2247,1.6022,1.1613,1.4028,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.677,0.9181,0.8729,0.9746,0.7884,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.1325,0.9857,1.1552,0.955,1.0566,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9012,1.0074,0.9407,1.0269,0.9528,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.8799,1.0427,0.9216,1.0765,0.9578,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.1271,0.9568,1.1065,0.924,1.0385,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9096,1.447,0.9294,1.6283,1.1472,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0599,0.805,1.1184,0.694,0.9237,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1099,0.9511,1.0891,0.9342,1.0274,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.8993,1.0281,0.9496,1.0408,0.9615,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,1.0014,0.9009,0.9472,0.9194,0.9498,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9299,0.9757,0.9858,0.9801,0.9525,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.1404,1.0564,1.0722,1.0434,1.0976,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.2851,1.1303,1.2103,1.108,1.2052,488.02,1167.49,55.372,1958.445
5B,denver,school_secondary,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.4465,1.1995,1.3929,1.1745,1.3172,488.02,1167.49,55.372,1958.445
1A,miami,school_secondary,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,1.0035,1.1097,0.9501,1.2109,1.0552,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.005,0.9384,1.0299,0.8958,0.9711,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.989,1.0953,0.9272,1.1374,1.0408,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,0.9884,1.1533,0.9101,1.2007,1.0677,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,1.0027,0.9389,1.0398,0.9315,0.9703,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0031,1.0086,1.0059,1.0082,1.0058,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9986,0.9956,0.9982,0.9934,0.9971,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9928,1.0297,0.9672,1.0529,1.0111,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0054,0.9699,1.0358,0.9475,0.9875,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9991,1.3681,0.996,1.4023,1.1691,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0004,0.8254,1.0025,0.8,0.9087,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0028,0.9754,1.0154,0.957,0.989,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.998,1.0102,0.9906,1.0265,1.004,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,1.0051,0.9393,1.0693,0.9169,0.9716,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0013,0.9868,1.013,0.9814,0.994,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9962,1.0319,0.9696,1.0461,1.0139,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,0.9912,1.074,0.9343,1.1106,1.0318,104.27,1450.95,2.669,3088.066
1A,miami,school_secondary,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,0.9836,1.1139,0.9052,1.1749,1.0467,104.27,1450.95,2.669,3088.066
4B,albuquerque,small_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,0.9785,1.3021,1.2017,1.5419,1.1288,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9406,0.8537,0.8314,0.8418,0.8961,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.1836,0.9974,1.4216,0.9566,1.0865,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.8754,0.9871,0.81,1.0265,0.9296,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,1.0284,0.8901,1.0924,0.8483,0.9567,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9719,1.1708,1.0018,1.2377,1.0667,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9553,1.317,1.1301,1.6242,1.1216,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,0.9631,1.3949,1.3429,1.983,1.1591,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.0418,1.4716,1.6807,2.2161,1.2382,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,20.98,22.88,1.188,21.01
4B,albuquerque,small_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.7666,1.2401,0.6064,1.4369,0.975,20.98,22.88,1.188,21.01
3A,atlanta,small_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,30.15,27.37,2.022,24.042
3A,atlanta,small_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,30.15,27.37,2.022,24.042
3A,atlanta,small_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,30.15,27.37,2.022,24.042
3A,atlanta,small_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,30.15,27.37,2.022,24.042
3A,atlanta,small_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.9909,1.1446,0.7983,1.3091,1.0649,30.15,27.37,2.022,24.042
3A,atlanta,small_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.0762,1.1609,1.1391,1.4121,1.1178,30.15,27.37,2.022,24.042
3A,atlanta,small_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.98,0.9029,0.8901,0.8718,0.9407,30.15,27.37,2.022,24.042
3A,atlanta,small_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0592,1.0354,1.2958,0.981,1.0472,30.15,27.37,2.022,24.042
3A,atlanta,small_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,30.15,27.37,2.022,24.042
3A,atlanta,small_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.988,0.9664,0.8616,1.0099,0.9771,30.15,27.37,2.022,24.042
3A,atlanta,small_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.8945,1.1429,0.5545,1.3261,1.0111,30.15,27.37,2.022,24.042
3A,atlanta,small_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0824,0.9822,1.7358,0.7082,1.0311,30.15,27.37,2.022,24.042
3A,atlanta,small_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9934,1.0294,0.7785,1.2577,1.0113,30.15,27.37,2.022,24.042
3A,atlanta,small_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.007,0.9849,1.1452,0.8796,0.9959,30.15,27.37,2.022,24.042
3A,atlanta,small_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0336,1.0795,1.3301,0.8213,1.0563,30.15,27.37,2.022,24.042
3A,atlanta,small_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9706,1.061,0.8777,1.061,1.0148,30.15,27.37,2.022,24.042
3A,atlanta,small_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9971,0.9354,1.0426,0.8842,0.9658,30.15,27.37,2.022,24.042
3A,atlanta,small_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0107,1.0679,0.9773,1.1816,1.0389,30.15,27.37,2.022,24.042
3A,atlanta,small_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0385,1.1563,0.9843,1.4757,1.0958,30.15,27.37,2.022,24.042
3A,atlanta,small_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0662,1.19,1.0381,1.7494,1.1264,30.15,27.37,2.022,24.042
3A,atlanta,small_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.0993,1.2255,1.1668,1.9346,1.1607,30.15,27.37,2.022,24.042
5A,buffalo,small_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,35.98,18.79,8.634,11.106
5A,buffalo,small_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,35.98,18.79,8.634,11.106
5A,buffalo,small_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,35.98,18.79,8.634,11.106
5A,buffalo,small_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,35.98,18.79,8.634,11.106
5A,buffalo,small_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0145,1.4664,0.9259,1.4041,1.2197,35.98,18.79,8.634,11.106
5A,buffalo,small_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.1183,1.6221,1.3183,1.4762,1.3468,35.98,18.79,8.634,11.106
5A,buffalo,small_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9364,0.7478,0.8159,0.865,0.8368,35.98,18.79,8.634,11.106
5A,buffalo,small_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.1163,0.9861,1.3029,0.946,1.0492,35.98,18.79,8.634,11.106
5A,buffalo,small_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,35.98,18.79,8.634,11.106
5A,buffalo,small_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9579,0.9982,0.8554,1.0325,0.9778,35.98,18.79,8.634,11.106
5A,buffalo,small_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9256,1.3135,0.6358,1.5097,1.1026,35.98,18.79,8.634,11.106
5A,buffalo,small_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0882,0.6857,1.4953,0.594,0.8638,35.98,18.79,8.634,11.106
5A,buffalo,small_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9791,1.0598,0.8021,1.387,1.0186,35.98,18.79,8.634,11.106
5A,buffalo,small_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0097,0.9685,1.1155,0.8302,0.9889,35.98,18.79,8.634,11.106
5A,buffalo,small_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0328,0.8636,1.2383,0.7471,0.9444,35.98,18.79,8.634,11.106
5A,buffalo,small_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9754,1.1142,0.9138,1.09,1.0425,35.98,18.79,8.634,11.106
5A,buffalo,small_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9612,0.7912,0.9263,0.8714,0.8721,35.98,18.79,8.634,11.106
5A,buffalo,small_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0361,1.3248,1.0728,1.2453,1.1716,35.98,18.79,8.634,11.106
5A,buffalo,small_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.099,1.6889,1.2431,1.6078,1.3624,35.98,18.79,8.634,11.106
5A,buffalo,small_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.1746,1.9037,1.4351,1.9224,1.4954,35.98,18.79,8.634,11.106
5A,buffalo,small_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.2318,2.0229,1.6752,2.1103,1.5786,35.98,18.79,8.634,11.106
5B,denver,small_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,31.31,17.4,4.468,14.705
5B,denver,small_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,31.31,17.4,4.468,14.705
5B,denver,small_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,31.31,17.4,4.468,14.705
5B,denver,small_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,31.31,17.4,4.468,14.705
5B,denver,small_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0057,1.2606,0.8079,1.5087,1.126,31.31,17.4,4.468,14.705
5B,denver,small_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.1289,1.3814,1.296,1.619,1.2488,31.31,17.4,4.468,14.705
5B,denver,small_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.921,0.8471,0.8142,0.824,0.8833,31.31,17.4,4.468,14.705
5B,denver,small_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0517,0.9787,1.2579,0.9441,1.0146,31.31,17.4,4.468,14.705
5B,denver,small_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,31.31,17.4,4.468,14.705
5B,denver,small_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9722,1.0169,0.8783,1.0344,0.9943,31.31,17.4,4.468,14.705
5B,denver,small_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.8997,1.2,0.5578,1.4651,1.0391,31.31,17.4,4.468,14.705
5B,denver,small_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.1006,0.7944,1.7116,0.6204,0.935,31.31,17.4,4.468,14.705
5B,denver,small_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9699,1.1893,0.772,1.3604,1.074,31.31,17.4,4.468,14.705
5B,denver,small_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.017,0.9033,1.1452,0.8442,0.9584,31.31,17.4,4.468,14.705
5B,denver,small_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.049,0.8771,1.3231,0.7633,0.9592,31.31,17.4,4.468,14.705
5B,denver,small_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.967,1.0315,0.8799,1.082,0.9987,31.31,17.4,4.468,14.705
