Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/04  14:00:00,34.9607195982,4.41452535351,0.0,0.0,9.17985065927,19.4245,43.2305620272,0.0,33.3988,9.83176202722
 12/04  15:00:00,34.9020156313,4.41452535351,0.00177193771534,0.0,9.17985065927,19.4245,41.9153346908,8.19916573715,25.0491,8.6670689537
 12/04  16:00:00,34.8401882482,4.41452535351,0.0,0.0,9.17985065927,19.4245,70.5794183648,28.5135208361,33.3988,8.66709752873
 12/04  17:00:00,45.4139565907,4.41452535351,0.00371228865928,0.0,9.17985065927,26.9147,96.5173318584,37.7528072135,50.0982,8.66632464491
 12/04  18:00:00,46.4463784135,4.41452535351,0.0,0.0,9.17985065927,26.9147,106.414557361,45.3158784098,50.0982,11.0004789513
 12/04  19:00:00,46.4395455786,4.41452535351,0.00116535270137,0.0,9.17985065927,26.9147,111.038515719,45.2550206011,50.0982,15.6852951179
 12/04  20:00:00,39.0760086441,4.41452535351,0.0,0.0,9.17985065927,19.4245,101.463953687,51.1966570986,33.3988,16.8684965886
 12/04  21:00:00,39.0551180778,4.41452535351,0.0,0.0,9.17985065927,19.4245,100.963136013,53.6377410311,33.3988,13.9265949823
 12/04  22:00:00,38.9818808768,4.41452535351,0.0,0.0,9.17985065927,19.4245,101.063293992,60.3263296225,25.0491,15.6878643695
 12/04  23:00:00,38.871986971,4.41452535351,0.0,0.0,9.17985065927,19.4245,94.62670772,65.1760663103,16.6994,12.7512414097
 12/04  24:00:00,39.6778551795,4.41452535351,0.0,0.0,9.17985065927,19.4245,83.6504693526,68.3739105894,8.3497,6.92685876319
 12/05  01:00:00,22.9145870841,4.41452535351,0.0,0.0,4.58992532963,8.1892,84.804974442,75.6966567126,3.33988,5.76843772938
 12/05  02:00:00,14.6637097722,0.0,0.0,0.0,1.52997510988,7.4902,3.93195653567,0.0,3.33988,0.592076535667
 12/05  03:00:00,14.6870467439,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/05  04:00:00,14.6989593463,0.0,0.0,0.0,1.52997510988,7.4902,3.93196243197,0.0,3.33988,0.592082431966
 12/05  05:00:00,15.3633269454,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/05  06:00:00,23.537336905,4.41452535351,0.0,0.0,4.58992532963,8.1892,90.6948781546,82.3251781546,8.3497,0.02
 12/05  07:00:00,39.2194287851,4.41452535351,0.0146383966539,0.0,9.17985065927,19.4245,97.3261968568,76.0126540192,16.6994,4.61414283761
 12/05  08:00:00,42.2355202546,4.41452535351,0.0196958196166,0.0,9.17985065927,26.9147,108.814359343,66.8966756952,25.0491,16.8685836474
 12/05  09:00:00,42.2384693674,4.41452535351,0.00212848610714,0.0,9.17985065927,26.9147,114.139012498,65.0551943976,33.3988,15.6850181007
 12/05  10:00:00,34.7514945897,4.41452535351,0.0,0.0,9.17985065927,19.4245,101.996275802,64.1956078914,25.0491,12.7515679108
 12/05  11:00:00,42.2472821537,4.41452535351,0.00941263319289,0.0,9.17985065927,26.9147,118.613608533,65.8646836321,41.7485,11.000424901
 12/05  12:00:00,43.0093621994,4.41452535351,0.0,0.0,9.17985065927,26.9147,108.85409923,54.3533237414,41.7485,12.7522754883
 12/05  13:00:00,42.3042110205,4.41452535351,0.0,0.0,9.17985065927,26.9147,95.1909172879,41.8628441592,41.7485,11.5795731287
 12/05  14:00:00,34.7981709515,4.41452535351,0.0,0.0,9.17985065927,19.4245,81.0315711381,37.8013949639,33.3988,9.83137617417
 12/05  15:00:00,34.7936063315,4.41452535351,0.0,0.0,9.17985065927,19.4245,78.5825197996,44.8668426045,25.0491,8.66657719513
 12/05  16:00:00,34.7618821482,4.41452535351,0.0,0.0,9.17985065927,19.4245,97.4469933803,55.3819485793,33.3988,8.66624480094
 12/05  17:00:00,45.3614318515,4.41452535351,0.00626822326459,0.0,9.17985065927,26.9147,116.876435752,58.1116712752,50.0982,8.66656447665
 12/05  18:00:00,46.4250870213,4.41452535351,0.0,0.0,9.17985065927,26.9147,117.8213921,56.723223414,50.0982,10.9999686861
 12/05  19:00:00,46.4329604629,4.41452535351,0.0019842468523,0.0,9.17985065927,26.9147,118.776868422,52.9905838147,50.0982,15.6880846069
 12/05  20:00:00,38.9316058715,4.41452535351,0.0,0.0,9.17985065927,19.4245,104.072882103,53.8044952034,33.3988,16.8695868994
 12/05  21:00:00,38.9213030525,4.41452535351,0.0,0.0,9.17985065927,19.4245,102.258389369,54.3489941118,33.3988,14.510595257
 12/05  22:00:00,38.8785984757,4.41452535351,0.0,0.0,9.17985065927,19.4245,101.731204356,61.5783894131,25.0491,15.1037149425
